schoolId,prefectureId,year,prize,last,representative
4400,10,2014,銅賞,支部,False
4522,10,2014,金賞,全国,False
2151,10,2014,金賞,支部,False
4025,10,2014,金賞,支部,False
3428,10,2014,銅賞,支部,False
4869,10,2014,銅賞,支部,False
2558,13,2014,銀賞,支部,False
2031,13,2014,銅賞,支部,False
1036,14,2014,銅賞,支部,False
3894,12,2014,銅賞,支部,False
3657,12,2014,銀賞,支部,False
4358,15,2014,銀賞,支部,False
1276,13,2014,銅賞,支部,False
2654,15,2014,金賞,支部,False
2879,12,2014,銅賞,支部,False
4842,13,2014,銀賞,支部,False
132,15,2014,銀賞,全国,False
2903,15,2014,銀賞,全国,False
1784,12,2014,銀賞,支部,False
3931,14,2014,銀賞,支部,False
5096,15,2014,金賞,支部,False
4878,14,2014,銅賞,支部,False
69,12,2014,銀賞,支部,False
4395,15,2014,銀賞,支部,False
2103,15,2014,金賞,支部,False
5085,15,2014,銀賞,全国,False
3151,14,2014,銅賞,支部,False
2479,15,2014,金賞,支部,False
3604,11,2014,銅賞,支部,False
1659,9,2014,金賞,全国,False
638,8,2014,金賞,支部,False
5039,7,2014,銅賞,支部,False
5147,9,2014,金賞,支部,False
3916,11,2014,銅賞,支部,False
1662,9,2014,金賞,支部,False
2094,8,2014,銅賞,支部,False
440,9,2014,銀賞,支部,False
502,7,2014,銅賞,支部,False
2874,11,2014,銀賞,支部,False
382,11,2014,銀賞,支部,False
1910,11,2014,金賞,全国,False
1455,11,2014,銀賞,支部,False
1376,7,2014,銅賞,支部,False
885,9,2014,銀賞,支部,False
76,8,2014,銀賞,支部,False
3647,9,2014,銀賞,全国,False
2320,7,2014,金賞,支部,False
4739,7,2014,銅賞,支部,False
1408,9,2014,金賞,支部,False
3863,11,2014,銀賞,支部,False
3469,11,2014,銀賞,支部,False
1293,8,2014,銀賞,支部,False
2440,4,2014,金賞,支部,False
3385,2,2014,銅賞,支部,False
1708,6,2014,金賞,支部,False
1913,1,2014,銅賞,支部,False
357,3,2014,銀賞,支部,False
580,5,2014,銀賞,支部,False
1509,6,2014,銀賞,全国,False
2532,5,2014,銀賞,支部,False
4112,1,2014,銅賞,支部,False
239,2,2014,銀賞,支部,False
30,3,2014,銅賞,支部,False
1540,4,2014,金賞,支部,False
3125,4,2014,銀賞,支部,False
236,1,2014,銅賞,支部,False
603,5,2014,銀賞,支部,False
3781,3,2014,銅賞,支部,False
13,2,2014,銀賞,支部,False
3840,6,2014,銀賞,全国,False
954,6,2014,銅賞,全国,False
4483,1,2014,銅賞,支部,False
2111,4,2014,金賞,支部,False
1101,5,2014,金賞,支部,False
3459,3,2014,金賞,支部,False
5216,2,2014,銀賞,支部,False
3487,46,2014,銀賞,都道府県,False
3888,46,2014,銅賞,都道府県,False
1073,46,2014,金賞,都道府県,False
827,46,2014,金賞,都道府県,False
430,46,2014,銅賞,都道府県,False
3948,46,2014,銅賞,都道府県,False
2160,46,2014,銅賞,都道府県,False
731,46,2014,金賞,都道府県,False
204,46,2014,金賞,都道府県,False
200,46,2014,銅賞,都道府県,False
1835,46,2014,金賞,都道府県,False
4100,46,2014,銀賞,都道府県,False
3434,46,2014,銀賞,都道府県,False
469,46,2014,銅賞,都道府県,False
3315,46,2014,銀賞,都道府県,False
3799,46,2014,銀賞,都道府県,False
3998,46,2014,金賞,都道府県,False
3643,46,2014,銀賞,都道府県,False
1235,46,2014,銀賞,都道府県,False
1550,46,2014,銅賞,都道府県,False
1159,46,2014,銀賞,都道府県,False
3521,46,2014,金賞,都道府県,False
1651,45,2014,銀賞,都道府県,False
518,45,2014,金賞,都道府県,False
3314,45,2014,銀賞,都道府県,False
1137,45,2014,金賞,都道府県,False
1813,45,2014,銀賞,都道府県,False
561,45,2014,金賞,都道府県,False
3858,45,2014,金賞,都道府県,False
4930,45,2014,銀賞,都道府県,False
368,45,2014,銀賞,都道府県,False
860,45,2014,金賞,都道府県,False
4847,45,2014,銀賞,都道府県,False
567,45,2014,金賞,都道府県,False
848,45,2014,金賞,都道府県,False
135,45,2014,銀賞,都道府県,False
3975,45,2014,銀賞,都道府県,False
4574,45,2014,金賞,都道府県,False
3194,45,2014,金賞,都道府県,False
2605,45,2014,金賞,都道府県,False
1225,45,2014,銀賞,都道府県,False
3898,45,2014,金賞,都道府県,False
4235,45,2014,金賞,都道府県,False
232,45,2014,銀賞,都道府県,False
696,45,2014,銀賞,都道府県,False
1878,45,2014,金賞,都道府県,False
4330,45,2014,金賞,都道府県,False
4745,45,2014,銀賞,都道府県,False
3696,45,2014,金賞,都道府県,False
4899,45,2014,金賞,都道府県,False
1785,44,2014,銅賞,都道府県,False
1126,44,2014,銅賞,都道府県,False
1139,44,2014,金賞,都道府県,False
3551,44,2014,銀賞,都道府県,False
3272,44,2014,銀賞,都道府県,False
3339,44,2014,銀賞,都道府県,False
4680,44,2014,銅賞,都道府県,False
350,44,2014,銀賞,都道府県,False
3355,44,2014,銀賞,都道府県,False
241,44,2014,銀賞,都道府県,False
4351,44,2014,銅賞,都道府県,False
4485,44,2014,銀賞,都道府県,False
3191,44,2014,金賞,都道府県,False
766,44,2014,銅賞,都道府県,False
2571,44,2014,銀賞,都道府県,False
3619,44,2014,銅賞,都道府県,False
73,44,2014,銀賞,都道府県,False
684,44,2014,金賞,都道府県,False
901,44,2014,銀賞,都道府県,False
1748,44,2014,銀賞,都道府県,False
92,44,2014,銀賞,都道府県,False
4831,44,2014,銀賞,都道府県,False
3588,44,2014,金賞,都道府県,False
571,44,2014,金賞,都道府県,False
5115,44,2014,銅賞,都道府県,False
2491,44,2014,銅賞,都道府県,False
3920,44,2014,銀賞,都道府県,False
1298,44,2014,金賞,都道府県,False
3741,44,2014,銅賞,都道府県,False
977,44,2014,銅賞,都道府県,False
3768,43,2014,銀賞,都道府県,False
2209,43,2014,銀賞,都道府県,False
2679,43,2014,銀賞,都道府県,False
4531,43,2014,銀賞,都道府県,False
1469,43,2014,銀賞,都道府県,False
2926,43,2014,銀賞,都道府県,False
2979,43,2014,金賞,都道府県,False
4036,43,2014,金賞,都道府県,False
617,43,2014,金賞,都道府県,False
4676,43,2014,銀賞,都道府県,False
4424,43,2014,銀賞,都道府県,False
4733,43,2014,銀賞,都道府県,False
802,43,2014,銀賞,都道府県,False
91,43,2014,銀賞,都道府県,False
1333,43,2014,金賞,都道府県,False
1847,43,2014,銀賞,都道府県,False
4603,43,2014,審査対象外,都道府県,False
2686,43,2014,銀賞,都道府県,False
1204,43,2014,金賞,都道府県,False
4471,43,2014,銀賞,都道府県,False
2376,43,2014,金賞,都道府県,False
4339,43,2014,銅賞,都道府県,False
2555,43,2014,銀賞,都道府県,False
53,43,2014,銅賞,都道府県,False
1725,43,2014,金賞,都道府県,False
5182,43,2014,銀賞,都道府県,False
2061,43,2014,銅賞,都道府県,False
4462,43,2014,銀賞,都道府県,False
4489,43,2014,銀賞,都道府県,False
3960,43,2014,銀賞,都道府県,False
4131,43,2014,銀賞,都道府県,False
322,42,2014,銀賞,都道府県,False
4069,42,2014,銅賞,都道府県,False
570,42,2014,銀賞,都道府県,False
5180,42,2014,金賞,都道府県,True
415,42,2014,銀賞,都道府県,False
3671,42,2014,銀賞,都道府県,False
4212,42,2014,銅賞,都道府県,False
238,42,2014,銅賞,都道府県,False
4854,42,2014,銀賞,都道府県,False
4310,42,2014,銅賞,都道府県,False
5016,42,2014,銅賞,都道府県,False
2307,42,2014,金賞,都道府県,False
112,42,2014,銀賞,都道府県,False
2621,42,2014,金賞,都道府県,True
3645,42,2014,金賞,都道府県,True
1625,42,2014,銅賞,都道府県,False
4730,42,2014,銀賞,都道府県,False
2650,42,2014,銀賞,都道府県,False
4044,42,2014,銀賞,都道府県,False
4321,42,2014,銅賞,都道府県,False
1125,42,2014,銀賞,都道府県,False
171,42,2014,銀賞,都道府県,False
3074,42,2014,銀賞,都道府県,False
4359,42,2014,銅賞,都道府県,False
3529,42,2014,銀賞,都道府県,False
2082,42,2014,銅賞,都道府県,False
370,42,2014,金賞,都道府県,True
2449,42,2014,銅賞,都道府県,False
1765,10,2014,銅賞,都道府県,False
181,42,2014,金賞,都道府県,True
1161,42,2014,金賞,都道府県,True
2259,42,2014,金賞,都道府県,True
3613,41,2014,銀賞,都道府県,False
11,41,2014,銅賞,都道府県,False
4029,41,2014,銅賞,都道府県,False
2793,41,2014,金賞,都道府県,False
504,41,2014,銀賞,都道府県,False
4084,41,2014,銀賞,都道府県,False
3477,41,2014,銀賞,都道府県,False
2902,41,2014,金賞,都道府県,False
4978,41,2014,銀賞,都道府県,False
1446,41,2014,銀賞,都道府県,False
4766,41,2014,銅賞,都道府県,False
5105,41,2014,銅賞,都道府県,False
5210,41,2014,銅賞,都道府県,False
1129,41,2014,銀賞,都道府県,False
1796,41,2014,銀賞,都道府県,False
3656,41,2014,金賞,都道府県,False
228,41,2014,銀賞,都道府県,False
4741,41,2014,金賞,都道府県,False
4495,41,2014,銅賞,都道府県,False
3394,41,2014,銀賞,都道府県,False
5158,41,2014,銅賞,都道府県,False
3167,41,2014,金賞,都道府県,False
1245,41,2014,銀賞,都道府県,False
3011,41,2014,金賞,都道府県,False
3725,41,2014,銅賞,都道府県,False
514,41,2014,銀賞,都道府県,False
3681,41,2014,金賞,都道府県,False
668,41,2014,銅賞,都道府県,False
4914,41,2014,銀賞,都道府県,False
10,41,2014,銅賞,都道府県,False
3436,41,2014,金賞,都道府県,False
648,41,2014,金賞,都道府県,False
1311,41,2014,銀賞,都道府県,False
2715,41,2014,金賞,都道府県,False
2062,41,2014,銀賞,都道府県,False
910,41,2014,銅賞,都道府県,False
3927,41,2014,銅賞,都道府県,False
3706,41,2014,銅賞,都道府県,False
1413,41,2014,銀賞,都道府県,False
3833,41,2014,銀賞,都道府県,False
4723,41,2014,銀賞,都道府県,False
463,17,2014,銅賞,都道府県,False
301,41,2014,銀賞,都道府県,False
3516,41,2014,銀賞,都道府県,False
5206,41,2014,金賞,都道府県,False
2372,41,2014,銅賞,都道府県,False
3453,41,2014,銅賞,都道府県,False
1478,40,2014,銅賞,都道府県,False
2704,40,2014,銀賞,都道府県,False
3935,40,2014,銅賞,都道府県,False
1193,40,2014,銀賞,都道府県,False
1330,40,2014,銀賞,都道府県,False
4644,40,2014,金賞,都道府県,False
2637,40,2014,銅賞,都道府県,False
2861,40,2014,銅賞,都道府県,False
3212,40,2014,金賞,都道府県,False
2616,40,2014,銅賞,都道府県,False
2098,40,2014,銀賞,都道府県,False
2951,40,2014,金賞,都道府県,False
999,40,2014,銀賞,都道府県,False
3503,40,2014,銀賞,都道府県,False
4649,40,2014,金賞,都道府県,False
3825,40,2014,銀賞,都道府県,False
3195,40,2014,金賞,都道府県,False
3451,40,2014,銀賞,都道府県,False
1345,40,2014,銅賞,都道府県,False
4881,40,2014,金賞,都道府県,False
3037,40,2014,銅賞,都道府県,False
4548,40,2014,銀賞,都道府県,False
3822,39,2014,銀賞,都道府県,False
3473,39,2014,銀賞,都道府県,False
2338,39,2014,銀賞,都道府県,False
4867,39,2014,銀賞,都道府県,False
3628,39,2014,銀賞,都道府県,False
2040,39,2014,銀賞,都道府県,False
4561,39,2014,銀賞,都道府県,False
3561,39,2014,銀賞,都道府県,False
4336,39,2014,銀賞,都道府県,False
4254,39,2014,銅賞,都道府県,False
1102,38,2014,銅賞,都道府県,False
1780,38,2014,金賞,都道府県,False
2813,38,2014,銅賞,都道府県,False
4959,38,2014,銀賞,都道府県,False
2135,37,2014,銀賞,都道府県,False
581,37,2014,銀賞,都道府県,False
393,37,2014,銀賞,都道府県,False
4176,37,2014,銅賞,都道府県,False
4179,37,2014,銀賞,都道府県,False
3488,37,2014,銅賞,都道府県,False
2978,18,2014,銀賞,都道府県,False
5040,37,2014,銀賞,都道府県,False
183,37,2014,銀賞,都道府県,False
3265,37,2014,金賞,都道府県,False
1938,37,2014,銀賞,都道府県,False
809,37,2014,銅賞,都道府県,False
1040,37,2014,銀賞,都道府県,False
3284,37,2014,銀賞,都道府県,False
68,36,2014,銀賞,都道府県,False
3855,36,2014,銀賞,都道府県,False
5087,36,2014,銅賞,都道府県,False
2313,36,2014,銅賞,都道府県,False
2591,35,2014,銀賞,都道府県,False
2544,35,2014,銀賞,都道府県,False
3309,35,2014,銀賞,都道府県,False
2563,35,2014,金賞,都道府県,False
2025,35,2014,銀賞,都道府県,False
1653,35,2014,銅賞,都道府県,False
5201,35,2014,銀賞,都道府県,False
4421,35,2014,銀賞,都道府県,False
4442,35,2014,銅賞,都道府県,False
1433,35,2014,銅賞,都道府県,False
29,35,2014,銀賞,都道府県,False
1563,35,2014,銀賞,都道府県,False
3919,35,2014,銀賞,都道府県,False
1848,35,2014,金賞,都道府県,False
4506,34,2014,銅賞,都道府県,False
5051,34,2014,銀賞,都道府県,False
4008,34,2014,金賞,都道府県,False
4360,34,2014,銀賞,都道府県,False
2392,34,2014,銀賞,都道府県,False
2227,34,2014,金賞,都道府県,False
3482,34,2014,銀賞,都道府県,False
3466,34,2014,銀賞,都道府県,False
1428,34,2014,金賞,都道府県,False
4890,34,2014,銅賞,都道府県,False
2063,34,2014,金賞,都道府県,False
1016,34,2014,銀賞,都道府県,False
815,34,2014,銀賞,都道府県,False
3412,34,2014,銅賞,都道府県,False
2422,34,2014,銀賞,都道府県,False
3433,34,2014,銅賞,都道府県,False
1964,34,2014,銀賞,都道府県,False
1499,34,2014,金賞,都道府県,False
1557,33,2014,銅賞,都道府県,False
1694,33,2014,銀賞,都道府県,False
4033,33,2014,銀賞,都道府県,False
3059,33,2014,銀賞,都道府県,False
1676,33,2014,銀賞,都道府県,False
578,33,2014,銀賞,都道府県,False
4022,33,2014,銀賞,都道府県,False
2964,33,2014,銅賞,都道府県,False
3639,32,2014,銅賞,都道府県,False
1229,32,2014,銀賞,都道府県,False
2579,32,2014,銀賞,都道府県,False
3616,32,2014,銀賞,都道府県,False
2948,32,2014,銅賞,都道府県,False
2032,32,2014,金賞,都道府県,False
625,32,2014,金賞,都道府県,False
3896,32,2014,銀賞,都道府県,False
3134,32,2014,銀賞,都道府県,False
2930,32,2014,金賞,都道府県,False
2688,32,2014,銅賞,都道府県,False
308,32,2014,金賞,都道府県,False
3347,32,2014,銅賞,都道府県,False
4459,32,2014,銅賞,都道府県,False
3389,32,2014,銀賞,都道府県,False
874,32,2014,銅賞,都道府県,False
2303,32,2014,銅賞,都道府県,False
1002,32,2014,銀賞,都道府県,False
4294,32,2014,金賞,都道府県,False
20,32,2014,金賞,都道府県,False
1870,32,2014,銀賞,都道府県,False
1919,32,2014,金賞,都道府県,False
589,31,2014,銀賞,都道府県,False
2425,31,2014,金賞,都道府県,False
622,31,2014,銅賞,都道府県,False
2975,31,2014,銀賞,都道府県,False
2950,31,2014,銅賞,都道府県,False
3507,31,2014,金賞,都道府県,False
4449,31,2014,銀賞,都道府県,False
4116,31,2014,金賞,都道府県,False
1546,31,2014,金賞,都道府県,False
695,31,2014,銀賞,都道府県,False
2545,31,2014,銀賞,都道府県,False
1854,31,2014,銀賞,都道府県,False
4945,31,2014,銅賞,都道府県,False
2590,31,2014,銅賞,都道府県,False
3359,31,2014,金賞,都道府県,False
345,31,2014,金賞,都道府県,False
1928,31,2014,金賞,都道府県,False
3788,31,2014,銀賞,都道府県,False
3906,31,2014,銀賞,都道府県,False
2915,31,2014,銀賞,都道府県,False
652,30,2014,銀賞,都道府県,False
1406,31,2014,銀賞,都道府県,False
3568,31,2014,銅賞,都道府県,False
2746,31,2014,銀賞,都道府県,False
2770,31,2014,銅賞,都道府県,False
1697,31,2014,銀賞,都道府県,False
842,31,2014,金賞,都道府県,False
2299,31,2014,銀賞,都道府県,False
4052,31,2014,銀賞,都道府県,False
2799,31,2014,金賞,都道府県,False
1111,31,2014,銀賞,都道府県,False
4253,31,2014,銀賞,都道府県,False
715,30,2014,銀賞,都道府県,False
45,30,2014,銅賞,都道府県,False
3941,30,2014,銀賞,都道府県,False
4409,30,2014,銀賞,都道府県,False
2790,30,2014,銅賞,都道府県,False
4633,30,2014,銀賞,都道府県,False
2334,30,2014,銀賞,都道府県,False
1375,30,2014,金賞,都道府県,False
3524,30,2014,金賞,都道府県,False
4972,30,2014,銀賞,都道府県,False
496,30,2014,銀賞,都道府県,False
3254,30,2014,銀賞,都道府県,False
2396,30,2014,銀賞,都道府県,False
4764,30,2014,金賞,都道府県,False
1456,30,2014,銅賞,都道府県,False
3999,30,2014,銀賞,都道府県,False
3517,30,2014,銅賞,都道府県,False
614,30,2014,銀賞,都道府県,False
1314,30,2014,銀賞,都道府県,False
4836,30,2014,銀賞,都道府県,False
1143,30,2014,銅賞,都道府県,False
3889,30,2014,銀賞,都道府県,False
1581,30,2014,銀賞,都道府県,False
1324,30,2014,銀賞,都道府県,False
812,30,2014,銀賞,都道府県,False
1596,30,2014,銅賞,都道府県,False
4256,30,2014,金賞,都道府県,False
34,30,2014,銀賞,都道府県,False
3755,30,2014,金賞,都道府県,False
4657,30,2014,銀賞,都道府県,False
3845,30,2014,銅賞,都道府県,False
4101,30,2014,銀賞,都道府県,False
775,30,2014,銀賞,都道府県,False
1790,30,2014,銅賞,都道府県,False
2601,30,2014,銀賞,都道府県,False
4323,30,2014,銅賞,都道府県,False
1512,30,2014,銀賞,都道府県,False
838,30,2014,銅賞,都道府県,False
4779,30,2014,金賞,都道府県,False
2907,30,2014,銀賞,都道府県,False
1292,30,2014,銅賞,都道府県,False
4146,30,2014,銅賞,都道府県,False
1155,30,2014,銅賞,都道府県,False
2933,30,2014,銀賞,都道府県,False
4653,30,2014,銀賞,都道府県,False
4142,29,2014,銀賞,都道府県,False
1187,29,2014,金賞,都道府県,False
159,29,2014,銀賞,都道府県,False
432,29,2014,銀賞,都道府県,False
3881,29,2014,銀賞,都道府県,False
1756,29,2014,金賞,都道府県,False
711,29,2014,銀賞,都道府県,False
2786,29,2014,銅賞,都道府県,False
4640,29,2014,銅賞,都道府県,False
5124,29,2014,銀賞,都道府県,False
429,29,2014,銀賞,都道府県,False
59,29,2014,金賞,都道府県,False
2721,29,2014,金賞,都道府県,False
3890,29,2014,金賞,都道府県,False
2857,29,2014,銅賞,都道府県,False
3601,28,2014,銀賞,都道府県,False
423,28,2014,金賞,都道府県,False
2110,28,2014,銀賞,都道府県,False
2237,28,2014,銀賞,都道府県,False
2487,28,2014,金賞,都道府県,False
4948,28,2014,金賞,都道府県,False
3376,28,2014,銀賞,都道府県,False
4546,28,2014,銀賞,都道府県,False
4562,28,2014,金賞,都道府県,False
2505,28,2014,金賞,都道府県,False
3209,28,2014,銀賞,都道府県,False
523,28,2014,金賞,都道府県,False
3592,28,2014,銀賞,都道府県,False
4810,28,2014,金賞,都道府県,False
4837,28,2014,金賞,都道府県,False
3174,28,2014,銀賞,都道府県,False
4866,27,2014,銅賞,都道府県,False
392,27,2014,金賞,都道府県,False
3440,27,2014,銅賞,都道府県,False
2073,27,2014,銅賞,都道府県,False
304,27,2014,金賞,都道府県,False
403,27,2014,金賞,都道府県,False
248,27,2014,銀賞,都道府県,False
198,27,2014,銀賞,都道府県,False
4989,27,2014,金賞,都道府県,False
5013,27,2014,銅賞,都道府県,False
3234,26,2014,金賞,都道府県,False
3699,26,2014,銅賞,都道府県,False
4245,26,2014,銀賞,都道府県,False
315,26,2014,銀賞,都道府県,False
931,26,2014,銀賞,都道府県,False
2504,26,2014,銅賞,都道府県,False
2758,26,2014,銀賞,都道府県,False
4388,26,2014,銀賞,都道府県,False
3348,26,2014,銀賞,都道府県,False
3474,26,2014,銅賞,都道府県,False
4251,26,2014,銀賞,都道府県,False
5131,26,2014,金賞,都道府県,False
980,26,2014,金賞,都道府県,False
1418,26,2014,銀賞,都道府県,False
4595,26,2014,銀賞,都道府県,False
2737,26,2014,銅賞,都道府県,False
739,26,2014,銀賞,都道府県,False
3263,26,2014,銀賞,都道府県,False
3146,26,2014,銀賞,都道府県,False
3774,26,2014,銀賞,都道府県,False
1698,26,2014,銀賞,都道府県,False
2077,25,2014,銀賞,都道府県,False
1660,25,2014,銀賞,都道府県,False
4385,25,2014,銀賞,都道府県,False
772,25,2014,銅賞,都道府県,False
3086,25,2014,金賞,都道府県,False
4130,25,2014,金賞,都道府県,False
2808,25,2014,銀賞,都道府県,False
3776,25,2014,金賞,都道府県,False
4479,25,2014,銀賞,都道府県,False
2413,25,2014,銀賞,都道府県,False
3514,25,2014,金賞,都道府県,False
1516,25,2014,銀賞,都道府県,False
5102,25,2014,銀賞,都道府県,False
5146,25,2014,銀賞,都道府県,False
4954,25,2014,銀賞,都道府県,False
2162,25,2014,銅賞,都道府県,False
2381,25,2014,銀賞,都道府県,False
2627,24,2014,銀賞,都道府県,False
2444,25,2014,金賞,都道府県,False
2723,25,2014,金賞,都道府県,False
475,25,2014,銅賞,都道府県,False
1149,25,2014,銀賞,都道府県,False
2692,25,2014,銀賞,都道府県,False
4776,25,2014,銅賞,都道府県,False
803,25,2014,銅賞,都道府県,False
419,25,2014,銀賞,都道府県,False
2990,25,2014,銅賞,都道府県,False
3299,25,2014,金賞,都道府県,False
805,25,2014,金賞,都道府県,False
943,25,2014,銅賞,都道府県,False
1757,25,2014,銀賞,都道府県,False
3268,25,2014,金賞,都道府県,False
4416,25,2014,銀賞,都道府県,False
4423,24,2014,金賞,都道府県,False
1079,24,2014,銀賞,都道府県,False
5189,24,2014,金賞,都道府県,False
613,24,2014,銅賞,都道府県,False
2709,24,2014,銅賞,都道府県,False
1887,24,2014,銀賞,都道府県,False
148,24,2014,銅賞,都道府県,False
2457,24,2014,銀賞,都道府県,False
310,24,2014,銅賞,都道府県,False
3684,24,2014,銀賞,都道府県,False
4211,24,2014,金賞,都道府県,False
1321,24,2014,銀賞,都道府県,False
2096,24,2014,金賞,都道府県,False
4870,24,2014,銀賞,都道府県,False
3282,24,2014,銀賞,都道府県,False
568,24,2014,銅賞,都道府県,False
3121,24,2014,銅賞,都道府県,False
4773,23,2014,銀賞,都道府県,False
2395,23,2014,銀賞,都道府県,False
1028,23,2014,銀賞,都道府県,False
5176,23,2014,銅賞,都道府県,False
1353,23,2014,銀賞,都道府県,False
4080,23,2014,金賞,都道府県,False
1885,23,2014,銅賞,都道府県,False
205,23,2014,金賞,都道府県,False
84,23,2014,金賞,都道府県,False
3287,23,2014,金賞,都道府県,False
4375,22,2014,銀賞,都道府県,False
4295,22,2014,銅賞,都道府県,False
499,22,2014,銅賞,都道府県,False
2042,22,2014,銀賞,都道府県,False
5091,22,2014,金賞,都道府県,False
2337,22,2014,銀賞,都道府県,False
1495,22,2014,銅賞,都道府県,False
2095,22,2014,銀賞,都道府県,False
3016,22,2014,銅賞,都道府県,False
3406,22,2014,銅賞,都道府県,False
1517,22,2014,銅賞,都道府県,False
670,22,2014,銀賞,都道府県,False
642,21,2014,金賞,都道府県,False
911,21,2014,金賞,都道府県,False
663,21,2014,銀賞,都道府県,False
1950,21,2014,金賞,都道府県,False
102,21,2014,銀賞,都道府県,False
481,21,2014,銅賞,都道府県,False
1873,20,2014,銅賞,都道府県,False
3837,20,2014,銅賞,都道府県,False
5046,20,2014,銀賞,都道府県,False
3365,20,2014,銀賞,都道府県,False
1215,20,2014,銅賞,都道府県,False
891,20,2014,銀賞,都道府県,False
245,20,2014,銅賞,都道府県,False
4965,20,2014,銅賞,都道府県,False
1733,20,2014,銀賞,都道府県,False
5026,20,2014,銅賞,都道府県,False
3794,20,2014,銅賞,都道府県,False
4718,20,2014,銀賞,都道府県,False
2412,20,2014,銅賞,都道府県,False
1242,20,2014,金賞,都道府県,False
3417,20,2014,銀賞,都道府県,False
3526,20,2014,銅賞,都道府県,False
70,20,2014,銅賞,都道府県,False
3970,20,2014,金賞,都道府県,False
654,20,2014,銀賞,都道府県,False
2408,20,2014,金賞,都道府県,False
194,19,2014,銀賞,都道府県,False
2254,19,2014,銀賞,都道府県,False
4610,19,2014,銀賞,都道府県,False
4988,19,2014,金賞,都道府県,False
1762,19,2014,銀賞,都道府県,False
879,19,2014,銀賞,都道府県,False
4427,19,2014,銀賞,都道府県,False
2435,19,2014,銀賞,都道府県,False
1505,19,2014,銀賞,都道府県,False
2066,19,2014,銀賞,都道府県,False
2661,19,2014,銀賞,都道府県,False
3368,19,2014,銀賞,都道府県,False
141,19,2014,金賞,都道府県,False
1948,19,2014,銀賞,都道府県,False
356,18,2014,銀賞,都道府県,False
230,18,2014,銀賞,都道府県,False
427,18,2014,金賞,都道府県,False
746,18,2014,銀賞,都道府県,False
4325,18,2014,銀賞,都道府県,False
4475,18,2014,銀賞,都道府県,False
213,18,2014,銅賞,都道府県,False
3306,18,2014,銅賞,都道府県,False
2024,18,2014,金賞,都道府県,False
3787,18,2014,銀賞,都道府県,False
1169,18,2014,銅賞,都道府県,False
1089,18,2014,銅賞,都道府県,False
4618,18,2014,銅賞,都道府県,False
3493,18,2014,銀賞,都道府県,False
4286,18,2014,金賞,都道府県,False
1176,18,2014,銅賞,都道府県,False
599,18,2014,銀賞,都道府県,False
537,18,2014,金賞,都道府県,False
2996,16,2014,銀賞,都道府県,False
5072,16,2014,銅賞,都道府県,False
3740,16,2014,銅賞,都道府県,False
2931,16,2014,金賞,都道府県,False
235,16,2014,銅賞,都道府県,False
2657,16,2014,銀賞,都道府県,False
1217,10,2014,金賞,都道府県,False
818,16,2014,銅賞,都道府県,False
5143,16,2014,銅賞,都道府県,False
3388,16,2014,銀賞,都道府県,False
4754,16,2014,銀賞,都道府県,False
161,16,2014,銀賞,都道府県,False
783,16,2014,金賞,都道府県,False
1382,16,2014,銀賞,都道府県,False
3117,16,2014,金賞,都道府県,False
214,16,2014,銀賞,都道府県,False
3850,16,2014,銀賞,都道府県,False
697,16,2014,銀賞,都道府県,False
4466,16,2014,金賞,都道府県,False
2614,16,2014,銅賞,都道府県,False
4451,16,2014,銀賞,都道府県,False
4418,16,2014,金賞,都道府県,False
3690,16,2014,金賞,都道府県,False
763,16,2014,銀賞,都道府県,False
4907,16,2014,銀賞,都道府県,False
4088,16,2014,銅賞,都道府県,False
3300,16,2014,金賞,都道府県,False
4277,16,2014,銀賞,都道府県,False
4494,16,2014,金賞,都道府県,False
1532,16,2014,銀賞,都道府県,False
2623,16,2014,銅賞,都道府県,False
3946,16,2014,銀賞,都道府県,False
5045,16,2014,銅賞,都道府県,False
4673,16,2014,銀賞,都道府県,False
2941,16,2014,銀賞,都道府県,False
4792,16,2014,銀賞,都道府県,False
55,10,2014,銅賞,都道府県,False
2216,10,2014,銀賞,都道府県,False
2900,10,2014,銅賞,都道府県,False
3546,10,2014,銅賞,都道府県,False
965,10,2014,銀賞,都道府県,False
2663,10,2014,銀賞,都道府県,False
4678,10,2014,金賞,都道府県,False
1677,10,2014,銀賞,都道府県,False
1691,10,2014,銅賞,都道府県,False
3391,10,2014,銅賞,都道府県,False
1094,10,2014,金賞,都道府県,False
3811,10,2014,銅賞,都道府県,False
4565,10,2014,銀賞,都道府県,False
3048,10,2014,銅賞,都道府県,False
4288,10,2014,金賞,都道府県,False
234,10,2014,銀賞,都道府県,False
787,10,2014,銅賞,都道府県,False
3208,10,2014,銀賞,都道府県,False
4332,10,2014,銀賞,都道府県,False
2215,10,2014,銅賞,都道府県,False
407,10,2014,金賞,都道府県,False
1041,10,2014,銀賞,都道府県,False
1484,10,2014,銅賞,都道府県,False
3430,10,2014,銀賞,都道府県,False
565,10,2014,銅賞,都道府県,False
586,10,2014,銅賞,都道府県,False
4320,10,2014,金賞,都道府県,False
2552,10,2014,金賞,都道府県,False
456,10,2014,銅賞,都道府県,False
4639,10,2014,銀賞,都道府県,False
2734,10,2014,銅賞,都道府県,False
893,10,2014,銅賞,都道府県,False
2997,10,2014,銅賞,都道府県,False
966,10,2014,銅賞,都道府県,False
2606,10,2014,銀賞,都道府県,False
1390,10,2014,銀賞,都道府県,False
