schoolId,prefectureId,year,nationalBest,regionalBest
4465,18,2013,,8
2629,18,2013,,8
4286,18,2013,,8
3419,20,2017,64,1
5202,20,2017,,2
1787,20,2017,,4
4638,20,2017,,4
5046,20,2017,,8
4028,20,2017,,8
1873,20,2017,,8
4338,20,2017,,8
4028,20,2016,32,1
237,20,2016,,2
5046,20,2016,,4
1787,20,2016,,4
1618,20,2016,,8
3131,20,2016,,8
3775,20,2016,,8
5202,20,2016,,8
4638,20,2015,64,1
4699,20,2015,,2
3794,20,2015,,4
4642,20,2015,,4
263,20,2015,,8
5046,20,2015,,8
3964,20,2015,,8
3746,20,2015,,8
4638,20,2014,64,1
3365,20,2014,,2
5046,20,2014,,4
5202,20,2014,,4
1873,20,2014,,8
764,20,2014,,8
891,20,2014,,8
3131,20,2014,,8
4028,20,2013,16,1
5228,20,2013,,2
3131,20,2013,,4
776,20,2013,,4
3004,20,2013,,8
1271,20,2013,,8
3746,20,2013,,8
4638,20,2013,,8
2668,16,2017,64,1
4016,16,2017,,2
3358,16,2017,,4
2931,16,2017,,4
4165,16,2017,,8
596,16,2017,,8
2936,16,2017,,8
3560,16,2017,,8
2931,16,2016,16,1
2936,16,2016,,2
4016,16,2016,,4
264,16,2016,,4
3358,16,2016,,8
2198,16,2016,,8
3778,16,2016,,8
630,16,2016,,8
2668,16,2015,16,1
2936,16,2015,,2
2931,16,2015,,4
4451,16,2015,,4
3778,16,2015,,8
680,16,2015,,8
3850,16,2015,,8
1640,16,2015,,8
2931,16,2014,32,1
4016,16,2014,,2
4290,16,2014,,4
2668,16,2014,,4
630,16,2014,,8
3424,16,2014,,8
5135,16,2014,,8
1217,16,2014,,8
2936,16,2013,64,1
15,16,2013,,2
5143,16,2013,,4
3778,16,2013,,4
596,16,2013,,8
763,16,2013,,8
2198,16,2013,,8
3424,16,2013,,8
1021,17,2017,32,1
4166,17,2017,,2
4901,17,2017,,4
747,17,2017,,4
463,17,2017,,8
1402,17,2017,,8
2275,17,2017,,8
1421,17,2017,,8
1421,17,2016,16,1
1021,17,2016,,2
4166,17,2016,,4
463,17,2016,,4
784,17,2016,,8
2196,17,2016,,8
747,17,2016,,8
4094,17,2016,,8
747,17,2015,32,1
1421,17,2015,,2
463,17,2015,,4
4646,17,2015,,4
1021,17,2015,,8
1076,17,2015,,8
4513,17,2015,,8
1573,17,2015,,8
4166,17,2014,2,1
4901,17,2014,,2
2613,17,2014,,4
1421,17,2014,,4
463,17,2014,,8
1402,17,2014,,8
4646,17,2014,,8
3217,17,2014,,8
4166,17,2013,32,1
4901,17,2013,,2
1076,17,2013,,4
747,17,2013,,4
3217,17,2013,,8
2613,17,2013,,8
3321,17,2013,,8
463,17,2013,,8
3702,27,2017,32,1
248,27,2017,,2
3058,27,2017,,4
5013,27,2017,,4
850,27,2017,,8
2598,27,2017,,8
1081,27,2017,,8
2713,27,2017,,8
248,27,2016,64,1
952,27,2016,,2
5056,27,2016,,4
2289,27,2016,,4
3058,27,2016,,8
2073,27,2016,,8
3618,27,2016,,8
1091,27,2016,,8
3440,27,2015,64,1
248,27,2015,,2
850,27,2015,,4
1306,27,2015,,4
748,27,2015,,8
1081,27,2015,,8
632,27,2015,,8
3380,27,2015,,8
248,27,2014,16,1
632,27,2014,,2
1081,27,2014,,4
2835,27,2014,,4
3532,27,2014,,8
2289,27,2014,,8
3440,27,2014,,8
3702,27,2014,,8
3702,27,2013,32,1
397,27,2013,,2
248,27,2013,,4
1598,27,2013,,4
780,27,2013,,8
5013,27,2013,,8
3532,27,2013,,8
2289,27,2013,,8
2077,25,2017,32,1
3299,25,2017,,2
728,25,2017,,4
4954,25,2017,,4
4763,25,2017,,8
1364,25,2017,,8
2534,25,2017,,8
3092,25,2017,,8
291,25,2016,64,1
1034,25,2016,,2
4055,25,2016,,4
1364,25,2016,,4
4130,25,2016,,8
4703,25,2016,,8
3092,25,2016,,8
444,25,2016,,8
3268,25,2015,16,1
4055,25,2015,,2
4306,25,2015,,4
1474,25,2015,,4
1372,25,2015,,8
1364,25,2015,,8
1660,25,2015,,8
291,25,2015,,8
3299,25,2014,64,1
805,25,2014,,2
3092,25,2014,,4
1757,25,2014,,4
728,25,2014,,8
1474,25,2014,,8
2534,25,2014,,8
3929,25,2014,,8
1034,25,2013,64,1
3268,25,2013,,2
4703,25,2013,,4
291,25,2013,,4
4055,25,2013,,8
4385,25,2013,,8
419,25,2013,,8
3299,25,2013,,8
1142,24,2017,16,1
3028,24,2017,,2
1703,24,2017,,4
158,24,2017,,4
517,24,2017,,8
1649,24,2017,,8
3424,24,2017,,8
4922,24,2017,,8
1703,24,2016,16,1
2510,24,2016,,2
113,24,2016,,4
4211,24,2016,,4
3663,24,2016,,8
1479,24,2016,,8
3680,24,2016,,8
144,24,2016,,8
4532,24,2015,32,1
1649,24,2015,,2
919,24,2015,,4
3028,24,2015,,4
1269,24,2015,,8
2641,24,2015,,8
4922,24,2015,,8
1142,24,2015,,8
1142,24,2014,1,1
2641,24,2014,,2
1703,24,2014,,4
1244,24,2014,,4
158,24,2014,,8
3934,24,2014,,8
1649,24,2014,,8
184,24,2014,,8
1142,24,2013,16,1
1703,24,2013,,2
4211,24,2013,,4
377,24,2013,,4
1244,24,2013,,8
1534,24,2013,,8
3055,24,2013,,8
113,24,2013,,8
4357,26,2017,16,1
2080,26,2017,,2
1063,26,2017,,4
2863,26,2017,,4
1958,26,2017,,8
3615,26,2017,,8
796,26,2017,,8
5018,26,2017,,8
3823,26,2016,64,1
2080,26,2016,,2
361,26,2016,,4
1127,26,2016,,4
796,26,2016,,8
4357,26,2016,,8
3348,26,2016,,8
1063,26,2016,,8
2863,26,2015,32,1
2080,26,2015,,2
4357,26,2015,,4
439,26,2015,,4
3699,26,2015,,8
3008,26,2015,,8
3371,26,2015,,8
1063,26,2015,,8
4357,26,2014,64,1
2335,26,2014,,2
5018,26,2014,,4
361,26,2014,,4
2080,26,2014,,8
1958,26,2014,,8
3474,26,2014,,8
2722,26,2014,,8
129,26,2013,32,1
2810,26,2013,,2
1063,26,2013,,4
3615,26,2013,,4
5161,26,2013,,8
2080,26,2013,,8
3823,26,2013,,8
3234,26,2013,,8
4769,28,2017,4,1
1981,28,2017,,2
3923,28,2017,,4
1644,28,2017,,4
2541,28,2017,,8
1755,28,2017,,8
3186,28,2017,,8
1329,28,2017,,8
1644,28,2016,32,1
4769,28,2016,,2
4837,28,2016,,4
1981,28,2016,,4
4237,28,2016,,8
3209,28,2016,,8
4948,28,2016,,8
1020,28,2016,,8
4769,28,2015,64,1
1198,28,2015,,2
4948,28,2015,,4
4810,28,2015,,4
1329,28,2015,,8
1755,28,2015,,8
4331,28,2015,,8
4546,28,2015,,8
1644,28,2014,64,1
4769,28,2014,,2
4810,28,2014,,4
1198,28,2014,,4
1577,28,2014,,8
1981,28,2014,,8
3601,28,2014,,8
2541,28,2014,,8
3376,28,2013,64,1
1981,28,2013,,2
4237,28,2013,,4
1198,28,2013,,4
523,28,2013,,8
1644,28,2013,,8
3174,28,2013,,8
1020,28,2013,,8
1884,29,2017,32,1
998,29,2017,,2
4404,29,2017,,4
5113,29,2017,,4
2226,29,2017,,8
3082,29,2017,,8
4149,29,2017,,8
1187,29,2017,,8
4404,29,2016,32,1
4034,29,2016,,2
432,29,2016,,4
5113,29,2016,,4
1360,29,2016,,8
4142,29,2016,,8
3081,29,2016,,8
1884,29,2016,,8
1884,29,2015,64,1
3890,29,2015,,2
4034,29,2015,,4
2226,29,2015,,4
2786,29,2015,,8
4404,29,2015,,8
2589,29,2015,,8
998,29,2015,,8
4404,29,2014,64,1
1884,29,2014,,2
998,29,2014,,4
3890,29,2014,,4
4034,29,2014,,8
1510,29,2014,,8
1756,29,2014,,8
2993,29,2014,,8
4034,29,2013,64,1
