fullName,nationalBest,prefecture,regionalBest,shortName,year
鵬翔高等学校,,宮崎,8,鵬翔,2017
日南学園高等学校,16,宮崎,1,日南学園,2016
宮崎県立宮崎商業高等学校,,宮崎,2,宮崎商,2016
宮崎県立宮崎大宮高等学校,,宮崎,4,宮崎大宮,2016
宮崎県立宮崎工業高等学校,,宮崎,4,宮崎工,2016
宮崎県立富島高等学校,,宮崎,8,富島,2016
宮崎県立佐土原高等学校,,宮崎,8,佐土原,2016
宮崎日本大学高等学校,,宮崎,8,宮崎日大,2016
鵬翔高等学校,,宮崎,8,鵬翔,2016
宮崎日本大学高等学校,64,宮崎,1,宮崎日大,2015
宮崎学園高等学校,,宮崎,2,宮崎学園,2015
宮崎県立都城商業高等学校,,宮崎,4,都城商,2015
聖心ウルスラ学園高等学校,,宮崎,4,聖心ウルスラ,2015
私立宮崎第一高等学校,,宮崎,8,宮崎第一,2015
宮崎県立宮崎商業高等学校,,宮崎,8,宮崎商,2015
延岡学園高等学校,,宮崎,8,延岡学園,2015
都城高等学校,,宮崎,8,都城,2015
日南学園高等学校,64,宮崎,1,日南学園,2014
日章学園高等学校,,宮崎,2,日章学園,2014
宮崎日本大学高等学校,,宮崎,4,宮崎日大,2014
宮崎県立延岡工業高等学校,,宮崎,4,延岡工,2014
宮崎県立佐土原高等学校,,宮崎,8,佐土原,2014
宮崎県立宮崎大宮高等学校,,宮崎,8,宮崎大宮,2014
宮崎県立延岡星雲高等学校,,宮崎,8,延岡星雲,2014
宮崎県立延岡商業高等学校,,宮崎,8,延岡商,2014
延岡学園高等学校,4,宮崎,1,延岡学園,2013
聖心ウルスラ学園高等学校,,宮崎,2,聖心ウルスラ,2013
宮崎県立宮崎商業高等学校,,宮崎,4,宮崎商,2013
日南学園高等学校,,宮崎,4,日南学園,2013
宮崎県立宮崎大宮高等学校,,宮崎,8,宮崎大宮,2013
私立宮崎第一高等学校,,宮崎,8,宮崎第一,2013
鵬翔高等学校,,宮崎,8,鵬翔,2013
宮崎県立宮崎南高等学校,,宮崎,8,宮崎南,2013
神村学園高等部,16,鹿児島,1,神村学園,2017
鹿児島高等学校,,鹿児島,2,鹿児島,2017
鹿屋中央高等学校,,鹿児島,4,鹿屋中央,2017
樟南高等学校,,鹿児島,4,樟南,2017
東京都立大島高等学校,,鹿児島,8,都立大島,2017
鹿児島県立川内商工高等学校,,鹿児島,8,川内商工,2017
鹿児島実業高等学校,,鹿児島,8,鹿児島実,2017
鹿児島城西高等学校,,鹿児島,8,鹿児島城西,2017
樟南高等学校,32,鹿児島,1,樟南,2016
鹿児島実業高等学校,,鹿児島,2,鹿児島実,2016
鹿児島県立志布志高等学校,,鹿児島,4,志布志,2016
鹿児島県立川内高等学校,,鹿児島,4,川内,2016
鹿児島県立薩南工業高等学校,,鹿児島,8,薩南工,2016
れいめい高等学校,,鹿児島,8,れいめい,2016
神村学園高等部,,鹿児島,8,神村学園,2016
鹿児島県立鹿児島工業高等学校,,鹿児島,8,鹿児島工,2016
鹿児島実業高等学校,32,鹿児島,1,鹿児島実,2015
鹿児島城西高等学校,,鹿児島,2,鹿児島城西,2015
神村学園高等部,,鹿児島,4,神村学園,2015
鹿児島情報高等学校,,鹿児島,4,鹿児島情報,2015
霧島市立国分中央高等学校,,鹿児島,8,国分中央,2015
鹿児島県立鶴丸高等学校,,鹿児島,8,鶴丸,2015
鹿児島県立徳之島高等学校,,鹿児島,8,徳之島,2015
出水中央高等学校,,鹿児島,8,出水中央,2015
鹿屋中央高等学校,32,鹿児島,1,鹿屋中央,2014
神村学園高等部,,鹿児島,2,神村学園,2014
鹿児島県立鹿屋高等学校,,鹿児島,4,鹿屋,2014
霧島市立国分中央高等学校,,鹿児島,4,国分中央,2014
鹿児島実業高等学校,,鹿児島,8,鹿児島実,2014
鹿児島県立川内高等学校,,鹿児島,8,川内,2014
鹿児島情報高等学校,,鹿児島,8,鹿児島情報,2014
鹿児島県立川内商工高等学校,,鹿児島,8,川内商工,2014
樟南高等学校,32,鹿児島,1,樟南,2013
鹿児島実業高等学校,,鹿児島,2,鹿児島実,2013
鹿児島情報高等学校,,鹿児島,4,鹿児島情報,2013
鹿児島県立鹿屋工業高等学校,,鹿児島,4,鹿屋工,2013
神村学園高等部,,鹿児島,8,神村学園,2013
鹿屋中央高等学校,,鹿児島,8,鹿屋中央,2013
霧島市立国分中央高等学校,,鹿児島,8,国分中央,2013
鹿児島県立鹿児島中央高等学校,,鹿児島,8,鹿児島中央,2013
興南高等学校,64,沖縄,1,興南,2017
沖縄県立美来工科高等学校,,沖縄,2,美来工科,2017
沖縄県立八重山農林高等学校,,沖縄,4,八重山農林,2017
沖縄県立糸満高等学校,,沖縄,4,糸満,2017
沖縄尚学高等学校,,沖縄,8,沖縄尚学,2017
沖縄県立浦添商業高等学校,,沖縄,8,浦添商,2017
沖縄県立宜野座高等学校,,沖縄,8,宜野座,2017
岩手県立宮古高等学校,,沖縄,8,宮古,2017
沖縄県立嘉手納高等学校,16,沖縄,1,嘉手納,2016
沖縄県立美里工業高等学校,,沖縄,2,美里工,2016
沖縄県立小禄高等学校,,沖縄,4,小禄,2016
沖縄県立那覇西高等学校,,沖縄,4,那覇西,2016
沖縄県立前原高等学校,,沖縄,8,前原,2016
沖縄県立八重山商工高等学校,,沖縄,8,八重山商工,2016
沖縄県立宜野座高等学校,,沖縄,8,宜野座,2016
沖縄県立那覇商業高等学校,,沖縄,8,那覇商,2016
興南高等学校,8,沖縄,1,興南,2015
沖縄県立糸満高等学校,,沖縄,2,糸満,2015
沖縄尚学高等学校,,沖縄,4,沖縄尚学,2015
沖縄県立具志川商業高等学校,,沖縄,4,具志川商,2015
沖縄県立宮古高等学校,,沖縄,8,宮古,2015
沖縄県立八重山高等学校,,沖縄,8,八重山,2015
沖縄県立普天間高等学校,,沖縄,8,普天間,2015
沖縄県立知念高等学校,,沖縄,8,知念,2015
沖縄尚学高等学校,8,沖縄,1,沖縄尚学,2014
沖縄県立糸満高等学校,,沖縄,2,糸満,2014
沖縄県立浦添商業高等学校,,沖縄,4,浦添商,2014
沖縄県立宜野座高等学校,,沖縄,4,宜野座,2014
沖縄県立嘉手納高等学校,,沖縄,8,嘉手納,2014
沖縄県立美里工業高等学校,,沖縄,8,美里工,2014
沖縄県立知念高等学校,,沖縄,8,知念,2014
沖縄県立読谷高等学校,,沖縄,8,読谷,2014
沖縄尚学高等学校,32,沖縄,1,沖縄尚学,2013
沖縄県立美里工業高等学校,,沖縄,2,美里工,2013
沖縄県立真和志高等学校,,沖縄,2,真和志,2013
沖縄県立八重山高等学校,,沖縄,4,八重山,2013
沖縄県立糸満高等学校,,沖縄,8,糸満,2013
沖縄県立美里高等学校,,沖縄,8,美里,2013
沖縄県立浦添商業高等学校,,沖縄,8,浦添商,2013
沖縄県立南風原高等学校,,沖縄,8,南風原,2013
